"attribute_type","attribute_value","meta_content","url"
"itemprop","regionsAllowed","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW","http://www.youtube.com/watch?v=JFWv42U1l4A"
"itemprop","interactionCount","1413619","http://www.youtube.com/watch?v=JFWv42U1l4A"
"itemprop","datePublished","2017-02-17","http://www.youtube.com/watch?v=JFWv42U1l4A"
"itemprop","genre","Film & Animation","http://www.youtube.com/watch?v=JFWv42U1l4A"
"name","title","New Rule: Liberal Bad Boys| Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill urges Democrats to bring back the ""alpha pervs,"" the crass, bold p...","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","keywords","Rosa Brooks, Georgetown University Law Center, How Everything Became War and the Military Became Everything, Bill McKibben, Jeffrey Lord, CNN, White House, P...","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","theme-color","#e62117","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:site_name","YouTube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:url","https://www.youtube.com/watch?v=H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:title","New Rule: Liberal Bad Boys| Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:image","https://i.ytimg.com/vi/H6z9ngWGmnc/maxresdefault.jpg","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill urges Democrats to bring back the ""alpha pervs,"" the crass, bold p...","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=H6z9ngWGmnc&feature=applinks","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=H6z9ngWGmnc&feature=applinks","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","al:web:url","https://www.youtube.com/watch?v=H6z9ngWGmnc&feature=applinks","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:type","video","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:url","https://www.youtube.com/embed/H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:secure_url","https://www.youtube.com/embed/H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:width","1280","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:height","720","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:url","http://www.youtube.com/v/H6z9ngWGmnc?version=3&autohide=1","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:secure_url","https://www.youtube.com/v/H6z9ngWGmnc?version=3&autohide=1","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:type","application/x-shockwave-flash","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:width","1280","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:height","720","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Rosa Brooks","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Georgetown University Law Center","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","How Everything Became War and the Military Became Everything","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Bill McKibben","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Jeffrey Lord","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","CNN","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","White House","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Political Director","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","President Ronald Reagan","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Joy Reid","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","MSNBC","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","AM Joy","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","We Are the Change We Seek","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","The Speeches of Barack Obama","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Charlie Sykes","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","WNYC Radio","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","Indivisible","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","og:video:tag","RightWisconsin.com","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"property","fb:app_id","87741124305","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:card","player","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:site","@youtube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:url","https://www.youtube.com/watch?v=H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:title","New Rule: Liberal Bad Boys| Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill urges Democrats to bring back the ""alpha pervs,"" the crass, bold p...","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:image","https://i.ytimg.com/vi/H6z9ngWGmnc/maxresdefault.jpg","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:name:iphone","YouTube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:id:iphone","544007664","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:name:ipad","YouTube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:id:ipad","544007664","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:url:iphone","vnd.youtube://www.youtube.com/watch?v=H6z9ngWGmnc&feature=applinks","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:url:ipad","vnd.youtube://www.youtube.com/watch?v=H6z9ngWGmnc&feature=applinks","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:name:googleplay","YouTube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:id:googleplay","com.google.android.youtube","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:app:url:googleplay","https://www.youtube.com/watch?v=H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:player","https://www.youtube.com/embed/H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:player:width","1280","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","twitter:player:height","720","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","attribution","HBO/","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","name","New Rule: Liberal Bad Boys| Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill urges Democrats to bring back the ""alpha pervs,"" the crass, bold p...","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","paid","False","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","channelId","UCy6kyFxaMqGtpE3pQTflK8A","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","videoId","H6z9ngWGmnc","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","duration","PT7M9S","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","unlisted","False","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","width","1280","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","height","720","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","playerType","HTML5 Flash","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","width","1280","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","height","720","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","isFamilyFriendly","True","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","regionsAllowed","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","interactionCount","620358","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","datePublished","2017-03-03","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"itemprop","genre","Film & Animation","http://www.youtube.com/watch?v=H6z9ngWGmnc"
"name","title","New Rule: Trump and the Long Con | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher explores the similarities between President Trump and a snak...","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","keywords","Matt Schlapp, American Conservative Union, Timothy Snyder, History, Yale University, On Tyranny, Twenty Lessons from the Twentieth Century, Chris Hayes, MSNB...","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","theme-color","#e62117","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:site_name","YouTube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:url","https://www.youtube.com/watch?v=35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:title","New Rule: Trump and the Long Con | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:image","https://i.ytimg.com/vi/35T9jC_MASQ/maxresdefault.jpg","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher explores the similarities between President Trump and a snak...","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=35T9jC_MASQ&feature=applinks","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=35T9jC_MASQ&feature=applinks","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","al:web:url","https://www.youtube.com/watch?v=35T9jC_MASQ&feature=applinks","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:type","video","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:url","https://www.youtube.com/embed/35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:secure_url","https://www.youtube.com/embed/35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:width","1280","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:height","720","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:url","http://www.youtube.com/v/35T9jC_MASQ?version=3&autohide=1","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:secure_url","https://www.youtube.com/v/35T9jC_MASQ?version=3&autohide=1","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:type","application/x-shockwave-flash","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:width","1280","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:height","720","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Matt Schlapp","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","American Conservative Union","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Timothy Snyder","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","History","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Yale University","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","On Tyranny","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Twenty Lessons from the Twentieth Century","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Chris Hayes","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","MSNBC","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","All In with Chris Hayes","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","A Colony in a Nation","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Max Brooks","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","Louise Mensch","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","News Corp","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","og:video:tag","British MP","http://www.youtube.com/watch?v=35T9jC_MASQ"
"property","fb:app_id","87741124305","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:card","player","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:site","@youtube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:url","https://www.youtube.com/watch?v=35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:title","New Rule: Trump and the Long Con | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher explores the similarities between President Trump and a snak...","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:image","https://i.ytimg.com/vi/35T9jC_MASQ/maxresdefault.jpg","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:name:iphone","YouTube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:id:iphone","544007664","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:name:ipad","YouTube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:id:ipad","544007664","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:url:iphone","vnd.youtube://www.youtube.com/watch?v=35T9jC_MASQ&feature=applinks","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:url:ipad","vnd.youtube://www.youtube.com/watch?v=35T9jC_MASQ&feature=applinks","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:name:googleplay","YouTube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:id:googleplay","com.google.android.youtube","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:app:url:googleplay","https://www.youtube.com/watch?v=35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:player","https://www.youtube.com/embed/35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:player:width","1280","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","twitter:player:height","720","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","attribution","HBO/","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","name","New Rule: Trump and the Long Con | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B In his editorial New Rule, Bill Maher explores the similarities between President Trump and a snak...","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","paid","False","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","channelId","UCy6kyFxaMqGtpE3pQTflK8A","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","videoId","35T9jC_MASQ","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","duration","PT6M24S","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","unlisted","False","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","width","1280","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","height","720","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","playerType","HTML5 Flash","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","width","1280","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","height","720","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","isFamilyFriendly","True","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","regionsAllowed","AD,AE,AF,AG,AI,AL,AM,AO,AQ,AR,AS,AT,AU,AW,AX,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BL,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GP,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MF,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,NA,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PM,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,YE,YT,ZA,ZM,ZW","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","interactionCount","1707321","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","datePublished","2017-03-24","http://www.youtube.com/watch?v=35T9jC_MASQ"
"itemprop","genre","Film & Animation","http://www.youtube.com/watch?v=35T9jC_MASQ"
"name","title","New Rule: Collective Responsibility | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B On St. Patrick's Day, Bill Maher reflects on his own Irish heritage and how liberals would react i...","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","keywords","Sheldon Whitehouse, Democrat, Senator, Rhode Island, Captured, The Corporate Infiltration of American Democracy, Jake Tapper, CNN, Take The Lead With Jake Ta...","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","theme-color","#e62117","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:site_name","YouTube","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:url","https://www.youtube.com/watch?v=965RuG22-Aw","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:title","New Rule: Collective Responsibility | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:image","https://i.ytimg.com/vi/965RuG22-Aw/maxresdefault.jpg","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B On St. Patrick's Day, Bill Maher reflects on his own Irish heritage and how liberals would react i...","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:ios:app_store_id","544007664","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:ios:app_name","YouTube","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:ios:url","vnd.youtube://www.youtube.com/watch?v=965RuG22-Aw&feature=applinks","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:android:url","vnd.youtube://www.youtube.com/watch?v=965RuG22-Aw&feature=applinks","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:android:app_name","YouTube","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:android:package","com.google.android.youtube","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","al:web:url","https://www.youtube.com/watch?v=965RuG22-Aw&feature=applinks","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:type","video","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:url","https://www.youtube.com/embed/965RuG22-Aw","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:secure_url","https://www.youtube.com/embed/965RuG22-Aw","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:type","text/html","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:width","1280","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:height","720","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:url","http://www.youtube.com/v/965RuG22-Aw?version=3&autohide=1","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:secure_url","https://www.youtube.com/v/965RuG22-Aw?version=3&autohide=1","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:type","application/x-shockwave-flash","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:width","1280","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:height","720","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Sheldon Whitehouse","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Democrat","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Senator","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Rhode Island","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Captured","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","The Corporate Infiltration of American Democracy","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Jake Tapper","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","CNN","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Take The Lead With Jake Tapper","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","State of the Union with Jake Tapper","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Barney Frank","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Congress","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Massachusetts","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","Andrew Sullivan","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","og:video:tag","New York Magazine","http://www.youtube.com/watch?v=965RuG22-Aw"
"property","fb:app_id","87741124305","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:card","player","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:site","@youtube","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:url","https://www.youtube.com/watch?v=965RuG22-Aw","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:title","New Rule: Collective Responsibility | Real Time with Bill Maher (HBO)","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:description","Subscribe to the Real Time YouTube: http://itsh.bo/10r5A1B On St. Patrick's Day, Bill Maher reflects on his own Irish heritage and how liberals would react i...","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:image","https://i.ytimg.com/vi/965RuG22-Aw/maxresdefault.jpg","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:app:name:iphone","YouTube","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:app:id:iphone","544007664","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:app:name:ipad","YouTube","http://www.youtube.com/watch?v=965RuG22-Aw"
"name","twitter:app:id:ipad","544007664","http://www.youtube.com/watch?v=965RuG22-Aw"
